shipment_id,order_id,shipment_date,delivery_date,date_ingested
5004,5004,2021-02-20,,2023-06-04
5005,5005,2022-08-18,2022-08-21,2023-06-04
5006,5006,2022-03-12,2022-03-13,2023-06-04
5007,5007,,,2023-06-04
5008,5008,,,2023-06-04
5009,5009,2021-06-08,2021-06-10,2023-06-04
5010,5010,2021-12-12,,2023-06-04
5011,5011,,,2023-06-04
5012,5012,,,2023-06-04
5013,5013,,,2023-06-04
5014,5014,,,2023-06-04
5015,5015,,,2023-06-04
5016,5016,,,2023-06-04
5017,5017,,,2023-06-04
5018,5018,,,2023-06-04
5019,5019,2022-01-09,,2023-06-04
5020,5020,,,2023-06-04
5021,5021,2021-10-23,2021-10-24,2023-06-04
5022,5022,2021-02-25,,2023-06-04
5023,5023,2022-05-01,2022-05-02,2023-06-04
5024,5024,,,2023-06-04
5025,5025,,,2023-06-04
5026,5026,,,2023-06-04
5027,5027,,,2023-06-04
5028,5028,2021-10-05,,2023-06-04
5029,5029,,,2023-06-04
5030,5030,,,2023-06-04
5031,5031,,,2023-06-04
5032,5032,,,2023-06-04
5033,5033,2021-11-20,2021-11-23,2023-06-04
5034,5034,2021-05-31,2021-06-03,2023-06-04
5035,5035,,,2023-06-04
5036,5036,,,2023-06-04
5037,5037,,,2023-06-04
5038,5038,,,2023-06-04
5039,5039,2022-08-04,,2023-06-04
5040,5040,,,2023-06-04
5041,5041,,,2023-06-04
5042,5042,2022-05-26,2022-05-28,2023-06-04
5043,5043,2022-02-15,2022-02-16,2023-06-04
5044,5044,,,2023-06-04
5045,5045,,,2023-06-04
5046,5046,,,2023-06-04
5047,5047,,,2023-06-04
5048,5048,2021-03-21,2021-03-23,2023-06-04
5049,5049,,,2023-06-04
5050,5050,,,2023-06-04
5051,5051,2021-12-05,2021-12-08,2023-06-04
5052,5052,,,2023-06-04
5053,5053,,,2023-06-04
5054,5054,,,2023-06-04
5055,5055,,,2023-06-04
5056,5056,,,2023-06-04
5057,5057,,,2023-06-04
5058,5058,2022-02-25,2022-02-27,2023-06-04
5059,5059,,,2023-06-04
5060,5060,2022-05-24,2022-05-27,2023-06-04
5061,5061,,,2023-06-04
5062,5062,,,2023-06-04
5063,5063,,,2023-06-04
5064,5064,,,2023-06-04
5065,5065,2021-07-04,2021-07-05,2023-06-04
5066,5066,,,2023-06-04
5067,5067,,,2023-06-04
5068,5068,2022-07-05,2022-07-06,2023-06-04
5069,5069,,,2023-06-04
5070,5070,,,2023-06-04
5071,5071,,,2023-06-04
5072,5072,2022-03-01,2022-03-02,2023-06-04
5073,5073,,,2023-06-04
5074,5074,,,2023-06-04
5075,5075,,,2023-06-04
5076,5076,,,2023-06-04
5077,5077,,,2023-06-04
5078,5078,2021-06-07,,2023-06-04
5079,5079,,,2023-06-04
5080,5080,2021-11-26,2021-11-28,2023-06-04
5081,5081,,,2023-06-04
5082,5082,2022-08-16,2022-08-17,2023-06-04
5083,5083,,,2023-06-04
5084,5084,,,2023-06-04
5085,5085,,,2023-06-04
5086,5086,,,2023-06-04
5087,5087,,,2023-06-04
5088,5088,,,2023-06-04
5089,5089,,,2023-06-04
5090,5090,,,2023-06-04
5091,5091,,,2023-06-04
5092,5092,2021-01-05,2021-01-06,2023-06-04
5093,5093,,,2023-06-04
5094,5094,2021-10-17,,2023-06-04
5095,5095,2021-08-20,2021-08-22,2023-06-04
5096,5096,,,2023-06-04
5097,5097,2022-04-20,,2023-06-04
5098,5098,,,2023-06-04
5099,5099,,,2023-06-04
5100,5100,,,2023-06-04
5101,5101,2022-07-10,2022-07-13,2023-06-04
5102,5102,2022-01-28,,2023-06-04
5103,5103,,,2023-06-04
5104,5104,,,2023-06-04
5105,5105,2021-08-18,2021-08-19,2023-06-04
5106,5106,,,2023-06-04
5107,5107,2022-08-16,2022-08-19,2023-06-04
5108,5108,2021-11-22,,2023-06-04
5109,5109,,,2023-06-04
5110,5110,2022-08-20,,2023-06-04
5111,5111,2022-03-11,2022-03-12,2023-06-04
5112,5112,,,2023-06-04
5113,5113,,,2023-06-04
5114,5114,2021-12-30,2021-12-31,2023-06-04
5115,5115,,,2023-06-04
5116,5116,,,2023-06-04
5117,5117,,,2023-06-04
5118,5118,2021-01-26,,2023-06-04
5119,5119,,,2023-06-04
5120,5120,,,2023-06-04
5121,5121,,,2023-06-04
5122,5122,2021-06-11,,2023-06-04
5123,5123,,,2023-06-04
5124,5124,,,2023-06-04
5125,5125,,,2023-06-04
5126,5126,,,2023-06-04
5127,5127,,,2023-06-04
5128,5128,2021-08-19,2021-08-20,2023-06-04
5129,5129,,,2023-06-04
5130,5130,,,2023-06-04
5131,5131,,,2023-06-04
5132,5132,,,2023-06-04
5133,5133,,,2023-06-04
5134,5134,,,2023-06-04
5135,5135,,,2023-06-04
5136,5136,,,2023-06-04
5137,5137,2022-06-19,2022-06-20,2023-06-04
5138,5138,,,2023-06-04
5139,5139,,,2023-06-04
5140,5140,,,2023-06-04
5141,5141,,,2023-06-04
5142,5142,,,2023-06-04
5143,5143,,,2023-06-04
5144,5144,2021-02-27,2021-02-28,2023-06-04
5145,5145,,,2023-06-04
5146,5146,2022-02-28,2022-03-03,2023-06-04
5147,5147,,,2023-06-04
5148,5148,2022-03-24,2022-03-27,2023-06-04
5149,5149,2021-08-18,2021-08-20,2023-06-04
5150,5150,2021-05-07,2021-05-10,2023-06-04
5151,5151,,,2023-06-04
5152,5152,,,2023-06-04
5153,5153,2021-02-14,2021-02-15,2023-06-04
5154,5154,2022-01-15,2022-01-17,2023-06-04
5155,5155,,,2023-06-04
5156,5156,,,2023-06-04
5157,5157,,,2023-06-04
5158,5158,,,2023-06-04
5159,5159,2022-05-02,,2023-06-04
5160,5160,,,2023-06-04
5161,5161,,,2023-06-04
5162,5162,2022-03-13,,2023-06-04
5163,5163,,,2023-06-04
5164,5164,2022-02-22,,2023-06-04
5165,5165,2021-04-13,2021-04-16,2023-06-04
5166,5166,2022-02-04,2022-02-06,2023-06-04
5167,5167,,,2023-06-04
5168,5168,2021-05-14,,2023-06-04
5169,5169,,,2023-06-04
5170,5170,,,2023-06-04
5171,5171,,,2023-06-04
5172,5172,,,2023-06-04
5173,5173,2022-03-01,2022-03-02,2023-06-04
5174,5174,2022-02-13,,2023-06-04
5175,5175,2021-05-23,,2023-06-04
5176,5176,,,2023-06-04
5177,5177,,,2023-06-04
5178,5178,,,2023-06-04
5179,5179,,,2023-06-04
5180,5180,,,2023-06-04
5181,5181,,,2023-06-04
5182,5182,2021-09-11,2021-09-12,2023-06-04
5183,5183,2022-02-12,,2023-06-04
5184,5184,2022-01-23,2022-01-25,2023-06-04
5185,5185,,,2023-06-04
5186,5186,2022-08-07,2022-08-08,2023-06-04
5187,5187,2021-12-10,,2023-06-04
5188,5188,,,2023-06-04
5189,5189,,,2023-06-04
5190,5190,,,2023-06-04
5191,5191,2021-03-12,2021-03-14,2023-06-04
5192,5192,2021-09-23,,2023-06-04
5193,5193,,,2023-06-04
5194,5194,,,2023-06-04
5195,5195,2022-01-08,,2023-06-04
5196,5196,2022-01-21,2022-01-22,2023-06-04
5197,5197,,,2023-06-04
5198,5198,,,2023-06-04
5199,5199,2021-08-13,,2023-06-04
5200,5200,,,2023-06-04
5201,5201,,,2023-06-04
5202,5202,,,2023-06-04
5203,5203,,,2023-06-04
5204,5204,2021-11-20,,2023-06-04
5205,5205,,,2023-06-04
5206,5206,,,2023-06-04
5207,5207,,,2023-06-04
5208,5208,,,2023-06-04
5209,5209,,,2023-06-04
5210,5210,,,2023-06-04
5211,5211,,,2023-06-04
5212,5212,,,2023-06-04
5213,5213,,,2023-06-04
5214,5214,,,2023-06-04
5215,5215,2021-06-24,2021-06-27,2023-06-04
5216,5216,,,2023-06-04
5217,5217,2021-11-22,2021-11-23,2023-06-04
5218,5218,,,2023-06-04
5219,5219,,,2023-06-04
5220,5220,,,2023-06-04
5221,5221,2022-08-27,2022-08-28,2023-06-04
5222,5222,,,2023-06-04
5223,5223,,,2023-06-04
5224,5224,,,2023-06-04
5225,5225,,,2023-06-04
5226,5226,2021-07-06,2021-07-09,2023-06-04
5227,5227,,,2023-06-04
5228,5228,,,2023-06-04
5229,5229,2022-06-03,2022-06-04,2023-06-04
5230,5230,2022-03-16,2022-03-18,2023-06-04
5231,5231,2022-06-14,2022-06-15,2023-06-04
5232,5232,2021-03-02,2021-03-05,2023-06-04
5233,5233,,,2023-06-04
5234,5234,2022-08-12,2022-08-14,2023-06-04
5235,5235,,,2023-06-04
5236,5236,,,2023-06-04
5237,5237,,,2023-06-04
5238,5238,2022-01-15,2022-01-18,2023-06-04
5239,5239,,,2023-06-04
5240,5240,,,2023-06-04
5241,5241,2021-06-14,2021-06-15,2023-06-04
5242,5242,,,2023-06-04
5243,5243,2021-08-06,2021-08-07,2023-06-04
5244,5244,2021-05-12,2021-05-13,2023-06-04
5245,5245,,,2023-06-04
5246,5246,,,2023-06-04
5247,5247,,,2023-06-04
5248,5248,2022-03-09,2022-03-12,2023-06-04
5249,5249,2021-08-10,,2023-06-04
5250,5250,2022-05-30,2022-05-31,2023-06-04
5251,5251,,,2023-06-04
5252,5252,2021-06-03,2021-06-04,2023-06-04
5253,5253,,,2023-06-04
5254,5254,2021-08-20,2021-08-21,2023-06-04
5255,5255,,,2023-06-04
5256,5256,,,2023-06-04
5257,5257,2021-05-18,2021-05-19,2023-06-04
5258,5258,,,2023-06-04
5259,5259,,,2023-06-04
5260,5260,,,2023-06-04
5261,5261,,,2023-06-04
5262,5262,,,2023-06-04
5263,5263,,,2023-06-04
5264,5264,2021-11-01,,2023-06-04
5265,5265,2021-04-24,2021-04-26,2023-06-04
5266,5266,,,2023-06-04
5267,5267,,,2023-06-04
5268,5268,,,2023-06-04
5269,5269,2022-04-21,2022-04-24,2023-06-04
5270,5270,,,2023-06-04
5271,5271,,,2023-06-04
5272,5272,2021-04-25,2021-04-27,2023-06-04
5273,5273,,,2023-06-04
5274,5274,,,2023-06-04
5275,5275,,,2023-06-04
5276,5276,,,2023-06-04
5277,5277,,,2023-06-04
5278,5278,2021-04-05,,2023-06-04
5279,5279,,,2023-06-04
5280,5280,,,2023-06-04
5281,5281,,,2023-06-04
5282,5282,,,2023-06-04
5283,5283,,,2023-06-04
5284,5284,2021-02-16,2021-02-18,2023-06-04
5285,5285,,,2023-06-04
5286,5286,,,2023-06-04
5287,5287,2022-03-13,2022-03-14,2023-06-04
5288,5288,,,2023-06-04
5289,5289,2022-01-30,2022-02-02,2023-06-04
5290,5290,,,2023-06-04
5291,5291,2021-04-14,2021-04-16,2023-06-04
5292,5292,,,2023-06-04
5293,5293,,,2023-06-04
5294,5294,,,2023-06-04
5295,5295,2021-03-20,2021-03-21,2023-06-04
5296,5296,2022-06-08,,2023-06-04
5297,5297,,,2023-06-04
5298,5298,,,2023-06-04
5299,5299,2022-01-30,,2023-06-04
5300,5300,,,2023-06-04
5301,5301,2021-09-02,2021-09-05,2023-06-04
5302,5302,2022-03-01,,2023-06-04
5303,5303,2021-03-11,,2023-06-04
5304,5304,,,2023-06-04
5305,5305,2021-11-18,2021-11-19,2023-06-04
5306,5306,2021-10-21,2021-10-22,2023-06-04
5307,5307,,,2023-06-04
5308,5308,2022-01-09,,2023-06-04
5309,5309,,,2023-06-04
5310,5310,,,2023-06-04
5311,5311,,,2023-06-04
5312,5312,,,2023-06-04
5313,5313,,,2023-06-04
5314,5314,,,2023-06-04
5315,5315,2022-05-04,2022-05-07,2023-06-04
5316,5316,2021-04-26,2021-04-29,2023-06-04
5317,5317,2022-03-12,2022-03-14,2023-06-04
5318,5318,,,2023-06-04
5319,5319,,,2023-06-04
5320,5320,,,2023-06-04
5321,5321,,,2023-06-04
5322,5322,2021-05-09,,2023-06-04
5323,5323,,,2023-06-04
5324,5324,2021-10-22,2021-10-23,2023-06-04
5325,5325,2021-06-13,,2023-06-04
5326,5326,2022-09-04,,2023-06-04
5327,5327,,,2023-06-04
5328,5328,,,2023-06-04
5329,5329,2021-12-28,,2023-06-04
5330,5330,,,2023-06-04
5331,5331,,,2023-06-04
5332,5332,,,2023-06-04
5333,5333,,,2023-06-04
5334,5334,,,2023-06-04
5335,5335,,,2023-06-04
5336,5336,,,2023-06-04
5337,5337,2021-10-23,2021-10-25,2023-06-04
5338,5338,,,2023-06-04
5339,5339,2022-07-26,2022-07-27,2023-06-04
5340,5340,2021-08-17,,2023-06-04
5341,5341,2021-08-22,2021-08-24,2023-06-04
5342,5342,2021-06-01,2021-06-04,2023-06-04
5343,5343,2021-09-17,2021-09-18,2023-06-04
5344,5344,,,2023-06-04
5345,5345,2021-12-23,2021-12-24,2023-06-04
5346,5346,,,2023-06-04
5347,5347,,,2023-06-04
5348,5348,,,2023-06-04
5349,5349,,,2023-06-04
5350,5350,2022-01-25,,2023-06-04
5351,5351,,,2023-06-04
5352,5352,,,2023-06-04
5353,5353,,,2023-06-04
5354,5354,,,2023-06-04
5355,5355,,,2023-06-04
5356,5356,2021-10-20,,2023-06-04
5357,5357,2022-02-17,2022-02-19,2023-06-04
5358,5358,,,2023-06-04
5359,5359,,,2023-06-04
5360,5360,2021-11-11,2021-11-13,2023-06-04
5361,5361,2021-03-24,2021-03-27,2023-06-04
5362,5362,2021-12-23,2021-12-26,2023-06-04
5363,5363,2022-07-04,2022-07-07,2023-06-04
5364,5364,,,2023-06-04
5365,5365,,,2023-06-04
5366,5366,,,2023-06-04
5367,5367,,,2023-06-04
5368,5368,,,2023-06-04
5369,5369,,,2023-06-04
5370,5370,,,2023-06-04
5371,5371,,,2023-06-04
5372,5372,,,2023-06-04
5373,5373,2021-05-20,2021-05-21,2023-06-04
5374,5374,2022-07-15,2022-07-17,2023-06-04
5375,5375,2022-08-30,2022-09-01,2023-06-04
5376,5376,2022-05-06,,2023-06-04
5377,5377,,,2023-06-04
5378,5378,,,2023-06-04
5379,5379,,,2023-06-04
5380,5380,,,2023-06-04
5381,5381,,,2023-06-04
5382,5382,,,2023-06-04
5383,5383,2021-01-09,2021-01-11,2023-06-04
5384,5384,,,2023-06-04
5385,5385,,,2023-06-04
5386,5386,2022-06-12,,2023-06-04
5387,5387,,,2023-06-04
5388,5388,,,2023-06-04
5389,5389,,,2023-06-04
5390,5390,,,2023-06-04
5391,5391,2021-12-10,,2023-06-04
5392,5392,,,2023-06-04
5393,5393,,,2023-06-04
5394,5394,,,2023-06-04
5395,5395,,,2023-06-04
5396,5396,,,2023-06-04
5397,5397,,,2023-06-04
5398,5398,2022-02-27,2022-02-28,2023-06-04
5399,5399,2021-06-15,,2023-06-04
5400,5400,2022-02-07,,2023-06-04
5401,5401,,,2023-06-04
5402,5402,,,2023-06-04
5403,5403,,,2023-06-04
5404,5404,2021-05-26,2021-05-28,2023-06-04
5405,5405,2022-01-15,,2023-06-04
5406,5406,,,2023-06-04
5407,5407,,,2023-06-04
5408,5408,,,2023-06-04
5409,5409,2022-08-08,2022-08-09,2023-06-04
5410,5410,,,2023-06-04
5411,5411,,,2023-06-04
5412,5412,,,2023-06-04
5413,5413,,,2023-06-04
5414,5414,,,2023-06-04
5415,5415,2021-02-18,2021-02-20,2023-06-04
5416,5416,,,2023-06-04
5417,5417,,,2023-06-04
5418,5418,2022-01-17,,2023-06-04
5419,5419,2021-11-22,2021-11-24,2023-06-04
5420,5420,2022-02-11,,2023-06-04
5421,5421,,,2023-06-04
5422,5422,,,2023-06-04
5423,5423,,,2023-06-04
5424,5424,2021-05-23,2021-05-26,2023-06-04
5425,5425,,,2023-06-04
5426,5426,,,2023-06-04
5427,5427,2022-04-06,2022-04-07,2023-06-04
5428,5428,,,2023-06-04
5429,5429,,,2023-06-04
5430,5430,,,2023-06-04
5431,5431,,,2023-06-04
5432,5432,2021-07-23,2021-07-24,2023-06-04
5433,5433,2021-10-25,2021-10-27,2023-06-04
5434,5434,,,2023-06-04
5435,5435,,,2023-06-04
5436,5436,,,2023-06-04
5437,5437,,,2023-06-04
5438,5438,2021-07-23,,2023-06-04
5439,5439,,,2023-06-04
5440,5440,,,2023-06-04
5441,5441,,,2023-06-04
5442,5442,,,2023-06-04
5443,5443,2021-06-11,2021-06-14,2023-06-04
5444,5444,,,2023-06-04
5445,5445,,,2023-06-04
5446,5446,,,2023-06-04
5447,5447,,,2023-06-04
5448,5448,,,2023-06-04
5449,5449,2021-09-21,2021-09-22,2023-06-04
5450,5450,,,2023-06-04
5451,5451,2021-02-27,2021-03-01,2023-06-04
5452,5452,,,2023-06-04
5453,5453,,,2023-06-04
5454,5454,2021-04-27,2021-04-30,2023-06-04
5455,5455,2022-07-09,,2023-06-04
5456,5456,2022-08-16,2022-08-18,2023-06-04
5457,5457,,,2023-06-04
5458,5458,2021-12-27,2021-12-28,2023-06-04
5459,5459,,,2023-06-04
5460,5460,2021-10-14,2021-10-15,2023-06-04
5461,5461,,,2023-06-04
5462,5462,,,2023-06-04
5463,5463,,,2023-06-04
5464,5464,2021-09-30,2021-10-03,2023-06-04
5465,5465,,,2023-06-04
5466,5466,,,2023-06-04
5467,5467,,,2023-06-04
5468,5468,,,2023-06-04
5469,5469,,,2023-06-04
5470,5470,,,2023-06-04
5471,5471,,,2023-06-04
5472,5472,2021-02-03,2021-02-04,2023-06-04
5473,5473,,,2023-06-04
5474,5474,,,2023-06-04
5475,5475,,,2023-06-04
5476,5476,,,2023-06-04
5477,5477,,,2023-06-04
5478,5478,,,2023-06-04
5479,5479,2022-07-08,2022-07-09,2023-06-04
5480,5480,2022-05-17,,2023-06-04
5481,5481,,,2023-06-04
5482,5482,,,2023-06-04
5483,5483,,,2023-06-04
5484,5484,2022-01-19,2022-01-22,2023-06-04
5485,5485,2022-06-21,,2023-06-04
5486,5486,,,2023-06-04
5487,5487,2022-07-07,2022-07-10,2023-06-04
5488,5488,,,2023-06-04
5489,5489,,,2023-06-04
5490,5490,,,2023-06-04
5491,5491,,,2023-06-04
5492,5492,,,2023-06-04
5493,5493,,,2023-06-04
5494,5494,,,2023-06-04
5495,5495,2021-08-13,2021-08-15,2023-06-04
5496,5496,,,2023-06-04
5497,5497,,,2023-06-04
5498,5498,2021-04-22,,2023-06-04
5499,5499,,,2023-06-04
5500,5500,2022-02-23,2022-02-25,2023-06-04
5501,5501,,,2023-06-04
5502,5502,,,2023-06-04
5503,5503,,,2023-06-04
5504,5504,,,2023-06-04
5505,5505,2021-05-15,2021-05-16,2023-06-04
5506,5506,,,2023-06-04
5507,5507,,,2023-06-04
5508,5508,,,2023-06-04
5509,5509,2021-02-12,2021-02-15,2023-06-04
5510,5510,,,2023-06-04
5511,5511,,,2023-06-04
5512,5512,,,2023-06-04
5513,5513,2022-07-30,2022-07-31,2023-06-04
5514,5514,2022-06-10,,2023-06-04
5515,5515,,,2023-06-04
5516,5516,,,2023-06-04
5517,5517,2022-03-03,,2023-06-04
5518,5518,2021-06-10,2021-06-11,2023-06-04
5519,5519,,,2023-06-04
5520,5520,,,2023-06-04
5521,5521,2022-09-04,2022-09-07,2023-06-04
5522,5522,2021-10-30,,2023-06-04
5523,5523,,,2023-06-04
5524,5524,,,2023-06-04
5525,5525,,,2023-06-04
5526,5526,,,2023-06-04
5527,5527,,,2023-06-04
5528,5528,2021-08-31,2021-09-02,2023-06-04
5529,5529,2022-09-07,2022-09-10,2023-06-04
5530,5530,,,2023-06-04
5531,5531,2022-09-05,,2023-06-04
5532,5532,2022-06-24,2022-06-25,2023-06-04
5533,5533,,,2023-06-04
5534,5534,2021-03-12,2021-03-15,2023-06-04
5535,5535,2021-02-23,2021-02-25,2023-06-04
5536,5536,,,2023-06-04
5537,5537,2022-02-12,2022-02-14,2023-06-04
5538,5538,,,2023-06-04
5539,5539,,,2023-06-04
5540,5540,,,2023-06-04
5541,5541,,,2023-06-04
5542,5542,2021-12-26,,2023-06-04
5543,5543,,,2023-06-04
5544,5544,,,2023-06-04
5545,5545,,,2023-06-04
5546,5546,2022-03-12,2022-03-13,2023-06-04
5547,5547,2021-02-04,2021-02-07,2023-06-04
5548,5548,2022-05-07,,2023-06-04
5549,5549,,,2023-06-04
5550,5550,,,2023-06-04
5551,5551,,,2023-06-04
5552,5552,2021-06-20,2021-06-23,2023-06-04
5553,5553,,,2023-06-04
5554,5554,2022-06-13,2022-06-16,2023-06-04
5555,5555,2022-04-09,2022-04-10,2023-06-04
5556,5556,,,2023-06-04
5557,5557,2021-01-02,2021-01-04,2023-06-04
5558,5558,2021-11-23,2021-11-26,2023-06-04
5559,5559,2021-12-19,,2023-06-04
5560,5560,,,2023-06-04
5561,5561,2021-01-29,2021-02-01,2023-06-04
5562,5562,,,2023-06-04
5563,5563,,,2023-06-04
5564,5564,,,2023-06-04
5565,5565,,,2023-06-04
5566,5566,,,2023-06-04
5567,5567,,,2023-06-04
5568,5568,2021-02-16,2021-02-18,2023-06-04
5569,5569,,,2023-06-04
5570,5570,,,2023-06-04
5571,5571,,,2023-06-04
5572,5572,2022-08-31,2022-09-02,2023-06-04
5573,5573,,,2023-06-04
5574,5574,,,2023-06-04
5575,5575,,,2023-06-04
5576,5576,2021-06-07,,2023-06-04
5577,5577,,,2023-06-04
5578,5578,2022-02-01,2022-02-03,2023-06-04
5579,5579,2021-01-25,,2023-06-04
5580,5580,2021-05-28,2021-05-30,2023-06-04
5581,5581,,,2023-06-04
5582,5582,,,2023-06-04
5583,5583,,,2023-06-04
5584,5584,,,2023-06-04
5585,5585,2022-01-08,2022-01-10,2023-06-04
5586,5586,,,2023-06-04
5587,5587,,,2023-06-04
5588,5588,2021-10-08,2021-10-10,2023-06-04
5589,5589,,,2023-06-04
5590,5590,,,2023-06-04
5591,5591,,,2023-06-04
5592,5592,2022-04-23,,2023-06-04
5593,5593,,,2023-06-04
5594,5594,,,2023-06-04
5595,5595,,,2023-06-04
5596,5596,2022-07-07,,2023-06-04
5597,5597,,,2023-06-04
5598,5598,2022-09-05,2022-09-06,2023-06-04
5599,5599,,,2023-06-04
5600,5600,,,2023-06-04
5601,5601,2021-02-21,,2023-06-04
5602,5602,,,2023-06-04
5603,5603,,,2023-06-04
5604,5604,,,2023-06-04
5605,5605,2021-02-10,2021-02-12,2023-06-04
5606,5606,,,2023-06-04
5607,5607,,,2023-06-04
5608,5608,2021-05-27,2021-05-28,2023-06-04
5609,5609,,,2023-06-04
5610,5610,,,2023-06-04
5611,5611,2021-12-29,2021-12-31,2023-06-04
5612,5612,2022-01-07,2022-01-08,2023-06-04
5613,5613,,,2023-06-04
5614,5614,,,2023-06-04
5615,5615,2021-08-22,2021-08-23,2023-06-04
5616,5616,,,2023-06-04
5617,5617,2021-02-15,2021-02-16,2023-06-04
5618,5618,,,2023-06-04
5619,5619,,,2023-06-04
5620,5620,,,2023-06-04
5621,5621,,,2023-06-04
5622,5622,,,2023-06-04
5623,5623,,,2023-06-04
5624,5624,,,2023-06-04
5625,5625,,,2023-06-04
5626,5626,,,2023-06-04
5627,5627,2021-06-16,,2023-06-04
5628,5628,2022-08-09,,2023-06-04
5629,5629,2021-01-22,2021-01-23,2023-06-04
5630,5630,,,2023-06-04
5631,5631,,,2023-06-04
5632,5632,,,2023-06-04
5633,5633,2022-03-30,2022-04-02,2023-06-04
5634,5634,,,2023-06-04
5635,5635,2022-06-29,2022-07-01,2023-06-04
5636,5636,2021-10-27,2021-10-29,2023-06-04
5637,5637,,,2023-06-04
5638,5638,,,2023-06-04
5639,5639,,,2023-06-04
5640,5640,,,2023-06-04
5641,5641,2021-04-28,2021-04-30,2023-06-04
5642,5642,2021-10-23,2021-10-24,2023-06-04
5643,5643,,,2023-06-04
5644,5644,,,2023-06-04
5645,5645,2022-08-28,,2023-06-04
5646,5646,2021-11-30,,2023-06-04
5647,5647,,,2023-06-04
5648,5648,,,2023-06-04
5649,5649,,,2023-06-04
5650,5650,,,2023-06-04
5651,5651,,,2023-06-04
5652,5652,,,2023-06-04
5653,5653,,,2023-06-04
5654,5654,2022-01-09,,2023-06-04
5655,5655,,,2023-06-04
5656,5656,2022-09-03,2022-09-04,2023-06-04
5657,5657,,,2023-06-04
5658,5658,2021-01-17,2021-01-18,2023-06-04
5659,5659,,,2023-06-04
5660,5660,,,2023-06-04
5661,5661,,,2023-06-04
5662,5662,2022-02-16,2022-02-19,2023-06-04
5663,5663,,,2023-06-04
5664,5664,,,2023-06-04
5665,5665,2021-03-17,,2023-06-04
5666,5666,2022-06-04,2022-06-06,2023-06-04
5667,5667,,,2023-06-04
5668,5668,,,2023-06-04
5669,5669,,,2023-06-04
5670,5670,2021-04-14,2021-04-16,2023-06-04
5671,5671,2022-01-09,2022-01-12,2023-06-04
5672,5672,2021-07-23,,2023-06-04
5673,5673,,,2023-06-04
5674,5674,2021-09-03,,2023-06-04
5675,5675,,,2023-06-04
5676,5676,,,2023-06-04
5677,5677,,,2023-06-04
5678,5678,,,2023-06-04
5679,5679,,,2023-06-04
5680,5680,,,2023-06-04
5681,5681,2021-11-28,,2023-06-04
5682,5682,,,2023-06-04
5683,5683,,,2023-06-04
5684,5684,,,2023-06-04
5685,5685,,,2023-06-04
5686,5686,,,2023-06-04
5687,5687,,,2023-06-04
5688,5688,2022-06-03,2022-06-05,2023-06-04
5689,5689,,,2023-06-04
5690,5690,,,2023-06-04
5691,5691,,,2023-06-04
5692,5692,2021-07-23,2021-07-26,2023-06-04
5693,5693,,,2023-06-04
5694,5694,,,2023-06-04
5695,5695,2021-07-01,2021-07-04,2023-06-04
5696,5696,2021-01-03,2021-01-04,2023-06-04
5697,5697,2021-04-15,2021-04-17,2023-06-04
5698,5698,2022-01-24,2022-01-25,2023-06-04
5699,5699,,,2023-06-04
5700,5700,,,2023-06-04
5701,5701,,,2023-06-04
5702,5702,,,2023-06-04
5703,5703,2021-01-10,2021-01-13,2023-06-04
5704,5704,,,2023-06-04
5705,5705,2022-08-16,2022-08-18,2023-06-04
5706,5706,,,2023-06-04
5707,5707,,,2023-06-04
5708,5708,,,2023-06-04
5709,5709,2022-08-18,2022-08-21,2023-06-04
5710,5710,,,2023-06-04
5711,5711,,,2023-06-04
5712,5712,,,2023-06-04
5713,5713,2022-05-10,2022-05-13,2023-06-04
5714,5714,2021-09-18,2021-09-20,2023-06-04
5715,5715,,,2023-06-04
5716,5716,2021-05-23,2021-05-25,2023-06-04
5717,5717,,,2023-06-04
5718,5718,,,2023-06-04
5719,5719,2021-04-21,2021-04-22,2023-06-04
5720,5720,,,2023-06-04
5721,5721,,,2023-06-04
5722,5722,,,2023-06-04
5723,5723,,,2023-06-04
5724,5724,2021-08-13,2021-08-16,2023-06-04
5725,5725,,,2023-06-04
5726,5726,2022-08-23,2022-08-24,2023-06-04
5727,5727,2021-06-21,2021-06-23,2023-06-04
5728,5728,,,2023-06-04
5729,5729,,,2023-06-04
5730,5730,,,2023-06-04
5731,5731,,,2023-06-04
5732,5732,,,2023-06-04
5733,5733,,,2023-06-04
5734,5734,,,2023-06-04
5735,5735,,,2023-06-04
5736,5736,,,2023-06-04
5737,5737,,,2023-06-04
5738,5738,,,2023-06-04
5739,5739,,,2023-06-04
5740,5740,,,2023-06-04
5741,5741,,,2023-06-04
5742,5742,2022-02-13,2022-02-14,2023-06-04
5743,5743,2021-09-25,,2023-06-04
5744,5744,,,2023-06-04
5745,5745,2021-08-17,2021-08-20,2023-06-04
5746,5746,,,2023-06-04
5747,5747,2021-02-18,2021-02-19,2023-06-04
5748,5748,,,2023-06-04
5749,5749,,,2023-06-04
5750,5750,,,2023-06-04
5751,5751,,,2023-06-04
5752,5752,2021-03-10,,2023-06-04
5753,5753,,,2023-06-04
5754,5754,,,2023-06-04
5755,5755,,,2023-06-04
5756,5756,,,2023-06-04
5757,5757,2021-03-09,2021-03-12,2023-06-04
5758,5758,,,2023-06-04
5759,5759,2021-04-17,,2023-06-04
5760,5760,,,2023-06-04
5761,5761,,,2023-06-04
